# Synthesized Time Series | Mean = 155.31; Std = 223.70
Index,Value
4129,0.00
4130,0.00
4131,0.00
4132,0.00
4133,0.00
4134,73.12
4135,199.97
4136,340.97
4137,455.12
4138,505.64
4139,725.98
4140,776.84
4141,725.94
4142,714.71
4143,632.55
4144,561.14
4145,427.19
4146,461.95
4147,277.04
4148,104.32
4149,0.00
4150,0.00
4151,0.00
4152,0.00
4153,0.00
4154,0.00
4155,0.00
4156,0.00
4157,0.00
4158,108.45
4159,258.80
4160,501.67
4161,667.00
4162,775.79
4163,855.50
4164,932.57
4165,904.25
4166,726.15
4167,686.68
4168,529.71
4169,508.41
4170,385.12
4171,238.74
4172,102.15
4173,0.00
4174,0.00
4175,0.00
4176,0.00
4177,0.00
4178,0.00
4179,0.00
4180,0.00
4181,0.00
4182,105.24
4183,262.95
4184,469.19
4185,569.83
4186,768.63
4187,770.24
4188,786.76
4189,738.55
4190,727.77
4191,683.64
4192,514.43
4193,417.08
4194,367.84
4195,257.95
4196,101.79
4197,0.00
4198,0.00
4199,0.00
4200,0.00
4201,0.00
4202,0.00
4203,0.00
4204,0.00
4205,0.00
4206,110.45
4207,271.27
4208,444.60
4209,617.94
4210,685.63
4211,861.93
4212,680.58
4213,720.47
4214,564.18
4215,494.32
4216,460.87
4217,313.31
4218,387.24
4219,252.07
4220,98.81
4221,0.00
4222,0.00
4223,0.00
4224,0.00
4225,0.00
4226,0.00
4227,0.00
4228,0.00
4229,0.00
4230,87.69
4231,203.91
4232,401.80
4233,622.72
4234,777.68
4235,867.82
4236,1011.78
4237,935.16
4238,806.33
4239,780.80
4240,754.86
4241,623.67
4242,447.20
4243,290.57
4244,91.00
4245,0.00
4246,0.00
4247,0.00
4248,0.00
4249,0.00
4250,0.00
4251,0.00
4252,0.00
4253,0.00
4254,64.66
4255,157.53
4256,219.45
4257,299.61
4258,343.27
4259,277.99
4260,105.97
4261,119.93
4262,111.43
4263,232.31
4264,288.37
4265,255.49
4266,136.61
4267,54.56
4268,33.70
4269,0.00
4270,0.00
4271,0.00
4272,0.00
4273,0.00
4274,0.00
4275,0.00
4276,0.00
4277,0.00
4278,15.14
4279,54.65
4280,63.72
4281,78.74
4282,207.62
4283,291.41
4284,265.74
4285,392.16
4286,311.71
4287,318.03
4288,291.20
4289,242.93
4290,195.99
4291,167.47
4292,52.81
4293,0.00
4294,0.00
4295,0.00
4296,0.00
4297,0.00
4298,0.00
4299,0.00
4300,0.00
4301,0.00
4302,35.54
4303,102.00
4304,184.47
4305,270.33
4306,336.72
4307,294.90
4308,217.03
4309,249.88
4310,216.78
4311,220.18
4312,372.23
4313,334.94
4314,209.19
4315,111.46
4316,44.20
4317,0.00
4318,0.00
4319,0.00
4320,0.00
4321,0.00
4322,0.00
4323,0.00
4324,0.00
4325,0.00
4326,55.73
4327,126.50
4328,168.54
4329,414.50
4330,479.67
4331,369.09
4332,334.64
4333,494.16
4334,518.32
4335,444.29
4336,526.69
4337,454.29
4338,322.39
4339,206.25
4340,75.75
4341,0.00
4342,0.00
4343,0.00
4344,0.00
4345,0.00
4346,0.00
4347,0.00
4348,0.00
4349,0.00
4350,95.27
4351,224.83
4352,352.81
4353,477.30
4354,614.56
4355,733.33
4356,790.52
4357,852.46
4358,808.34
4359,674.53
4360,596.38
4361,600.43
4362,412.35
4363,245.13
4364,99.45
4365,0.00
4366,0.00
4367,0.00
4368,0.00
4369,0.00
4370,0.00
4371,0.00
4372,0.00
4373,0.00
4374,35.20
4375,58.71
4376,52.06
4377,72.38
4378,146.31
4379,166.04
4380,335.15
4381,305.46
4382,269.08
4383,222.65
4384,142.99
4385,134.13
4386,115.81
4387,70.59
4388,24.62
4389,0.00
4390,0.00
4391,0.00
4392,0.00
4393,0.00
4394,0.00
4395,0.00
4396,0.00
4397,0.00
4398,45.01
4399,114.79
4400,253.67
4401,146.83
4402,297.29
4403,588.30
4404,516.94
4405,558.70
4406,550.65
4407,624.65
4408,545.54
4409,432.46
4410,501.44
4411,231.31
4412,85.39
4413,0.00
4414,0.00
4415,0.00
4416,0.00
4417,0.00
4418,0.00
4419,0.00
4420,0.00
4421,0.00
4422,105.54
4423,262.20
4424,422.57
4425,620.38
4426,767.64
4427,880.22
4428,751.84
4429,769.20
4430,771.37
4431,720.62
4432,719.30
4433,538.59
4434,397.51
4435,243.68
4436,92.28
4437,0.00
4438,0.00
4439,0.00
4440,0.00
4441,0.00
4442,0.00
4443,0.00
4444,0.00
4445,0.00
4446,53.07
4447,135.87
4448,160.67
4449,151.02
4450,104.73
4451,115.53
4452,151.19
4453,129.89
4454,326.84
4455,407.32
4456,328.18
4457,371.69
4458,288.32
4459,230.14
4460,69.82
4461,0.00
4462,0.00
4463,0.00
4464,0.00
4465,0.00
4466,0.00
4467,0.00
4468,0.00
4469,0.00
4470,52.19
4471,133.12
4472,229.49
4473,314.82
4474,283.36
4475,381.48
4476,451.40
4477,534.66
4478,504.52
4479,421.01
4480,418.79
4481,315.18
4482,238.78
4483,192.13
4484,73.25
4485,0.00
4486,0.00
4487,0.00
4488,0.00
4489,0.00
4490,0.00
4491,0.00
4492,0.00
4493,0.00
4494,96.05
4495,267.58
4496,429.74
4497,557.99
4498,580.90
4499,674.74
4500,727.38
4501,696.25
4502,636.56
4503,438.14
4504,352.77
4505,261.92
4506,166.46
4507,104.85
4508,59.20
4509,0.00
4510,0.00
4511,0.00
4512,0.00
4513,0.00
4514,0.00
4515,0.00
4516,0.00
4517,0.00
4518,41.05
4519,84.17
4520,148.79
4521,251.78
4522,291.34
4523,513.77
4524,508.78
4525,495.05
4526,519.40
4527,619.08
4528,535.49
4529,460.36
4530,376.28
4531,243.59
4532,92.65
4533,0.00
4534,0.00
4535,0.00
4536,0.00
4537,0.00
4538,0.00
4539,0.00
4540,0.00
4541,0.00
4542,53.29
4543,202.58
4544,228.81
4545,424.29
4546,727.93
4547,822.01
4548,798.51
4549,706.17
4550,809.91
4551,877.18
4552,718.12
4553,559.27
4554,461.15
4555,287.11
4556,82.62
4557,0.00
4558,0.00
4559,0.00
4560,0.00
4561,0.00
4562,0.00
4563,0.00
4564,0.00
4565,0.00
4566,45.34
4567,125.23
4568,126.31
4569,166.36
4570,151.54
4571,144.35
4572,200.91
4573,174.64
4574,159.47
4575,111.58
4576,106.23
4577,88.94
4578,71.13
4579,31.06
4580,13.07
4581,0.00
4582,0.00
4583,0.00
4584,0.00
4585,0.00
4586,0.00
4587,0.00
4588,0.00
4589,0.00
4590,70.50
4591,152.69
4592,200.21
4593,300.37
4594,326.51
4595,463.32
4596,456.03
4597,514.10
4598,518.23
4599,436.25
4600,384.50
4601,419.19
4602,286.02
4603,178.72
4604,73.25
4605,0.00
4606,0.00
4607,0.00
4608,0.00
4609,0.00
4610,0.00
4611,0.00
4612,0.00
4613,0.00
4614,82.94
4615,226.90
4616,406.01
4617,515.40
4618,639.85
4619,662.70
4620,671.78
4621,825.29
4622,796.05
4623,691.69
4624,623.08
4625,461.06
4626,349.44
4627,160.32
4628,62.77
4629,0.00
4630,0.00
4631,0.00
4632,0.00
4633,0.00
4634,0.00
4635,0.00
4636,0.00
4637,0.00
4638,79.96
4639,240.58
4640,385.10
4641,503.45
4642,773.76
4643,836.98
4644,858.80
4645,697.06
4646,810.52
4647,774.42
4648,610.49
4649,547.29
4650,294.96
4651,178.65
4652,57.96
4653,0.00
4654,0.00
4655,0.00
4656,0.00
4657,0.00
4658,0.00
4659,0.00
4660,0.00
4661,0.00
4662,91.74
4663,242.27
4664,383.73
4665,611.37
4666,520.05
4667,740.72
4668,727.08
4669,543.97
4670,594.16
4671,597.73
4672,405.70
4673,398.02
4674,306.02
4675,180.47
4676,67.23
4677,0.00
4678,0.00
4679,0.00
4680,0.00
4681,0.00
4682,0.00
4683,0.00
4684,0.00
4685,0.00
4686,56.89
4687,183.79
4688,332.90
4689,476.66
4690,546.56
4691,705.02
4692,623.45
4693,670.85
4694,770.40
4695,613.41
4696,775.94
4697,612.55
4698,471.46
4699,269.47
4700,93.19
4701,0.00
4702,0.00
4703,0.00
4704,0.00
4705,0.00
4706,0.00
4707,0.00
4708,0.00
4709,0.00
4710,75.26
4711,210.73
4712,300.23
4713,403.83
4714,496.38
4715,593.32
4716,651.98
4717,738.17
4718,858.20
4719,728.49
4720,637.97
4721,521.28
4722,379.69
4723,241.56
4724,78.91
4725,0.00
4726,0.00
4727,0.00
4728,0.00
4729,0.00
4730,0.00
4731,0.00
4732,0.00
4733,0.00
4734,87.66
4735,270.03
4736,448.73
4737,625.32
4738,720.11
4739,823.46
4740,929.38
4741,888.83
4742,881.44
4743,838.44
4744,725.81
4745,582.60
4746,453.05
4747,269.30
4748,88.43
4749,0.00
4750,0.00
4751,0.00
4752,0.00
4753,0.00
4754,0.00
4755,0.00
4756,0.00
4757,0.00
4758,63.99
4759,218.07
4760,347.43
4761,525.18
4762,538.90
4763,526.15
4764,497.60
4765,359.18
4766,300.86
4767,361.56
4768,197.84
4769,277.46
4770,145.79
4771,45.60
4772,23.04
4773,0.00
4774,0.00
4775,0.00
4776,0.00
4777,0.00
4778,0.00
4779,0.00
4780,0.00
4781,0.00
4782,22.10
4783,61.96
4784,188.09
4785,227.69
4786,269.29
4787,306.15
4788,427.95
4789,346.31
4790,366.52
4791,350.57
4792,253.32
4793,201.64
4794,208.93
4795,121.89
4796,31.93
4797,0.00
4798,0.00
4799,0.00
4800,0.00
4801,0.00
4802,0.00
4803,0.00
4804,0.00
4805,0.00
4806,34.40
4807,112.02
4808,151.77
4809,175.12
4810,252.55
4811,276.66
4812,321.60
4813,295.18
4814,325.69
4815,269.17
4816,336.16
4817,288.44
4818,288.24
4819,151.23
4820,76.41
4821,0.00
4822,0.00
4823,0.00
4824,0.00
4825,0.00
4826,0.00
4827,0.00
4828,0.00
4829,0.00
4830,36.11
4831,77.04
4832,197.09
4833,245.84
4834,372.53
4835,460.56
4836,472.23
4837,486.11
4838,354.77
4839,153.84
4840,241.27
4841,202.72
4842,144.33
4843,71.33
4844,22.72
4845,0.00
4846,0.00
4847,0.00
4848,0.00
4849,0.00
4850,0.00
4851,0.00
4852,0.00
4853,0.00
4854,29.58
4855,117.79
4856,201.43
4857,313.56
4858,435.45
4859,457.11
4860,510.96
4861,426.02
4862,443.09
4863,355.58
4864,354.81
4865,352.05
4866,262.03
4867,158.59
4868,49.45
4869,0.00
4870,0.00
4871,0.00
4872,0.00
4873,0.00
4874,0.00
4875,0.00
4876,0.00
4877,0.00
4878,68.46
4879,239.24
4880,398.49
4881,573.01
4882,713.77
4883,838.84
4884,890.29
4885,861.40
4886,898.30
4887,855.18
4888,723.80
4889,593.37
4890,445.89
4891,256.62
4892,70.01
4893,0.00
4894,0.00
4895,0.00
4896,0.00
4897,0.00
4898,0.00
4899,0.00
4900,0.00
4901,0.00
4902,72.07
4903,253.54
4904,384.96
4905,551.31
4906,619.04
4907,567.67
4908,597.41
4909,617.92
4910,425.77
4911,416.69
4912,432.47
4913,384.25
4914,286.85
4915,159.76
4916,47.49
4917,0.00
4918,0.00
4919,0.00
4920,0.00
4921,0.00
4922,0.00
4923,0.00
4924,0.00
4925,0.00
4926,70.06
4927,258.54
4928,398.72
4929,565.78
4930,711.10
4931,801.86
4932,838.99
4933,789.19
4934,872.44
4935,799.95
4936,731.23
4937,594.21
4938,436.30
4939,226.38
4940,63.70
4941,0.00
4942,0.00
4943,0.00
4944,0.00
4945,0.00
4946,0.00
4947,0.00
4948,0.00
4949,0.00
4950,65.98
4951,248.72
4952,426.35
4953,583.03
4954,728.77
4955,874.66
4956,912.85
4957,932.75
4958,779.62
4959,842.38
4960,714.34
4961,554.01
4962,429.65
4963,245.54
4964,63.86
4965,0.00
4966,0.00
4967,0.00
4968,0.00
4969,0.00
4970,0.00
4971,0.00
4972,0.00
4973,0.00
4974,57.62
4975,197.44
4976,326.69
4977,466.55
4978,629.84
4979,756.17
4980,895.34
4981,971.30
4982,839.39
4983,644.55
4984,600.58
4985,467.05
4986,377.72
4987,214.06
4988,70.91
4989,0.00
4990,0.00
4991,0.00
4992,0.00
4993,0.00
4994,0.00
4995,0.00
4996,0.00
4997,0.00
4998,43.32
4999,158.06
5000,253.79
5001,347.43
5002,438.40
5003,486.09
5004,539.62
5005,456.52
5006,406.64
5007,591.23
5008,489.80
5009,468.55
5010,318.51
5011,200.76
5012,46.26
5013,0.00
5014,0.00
5015,0.00
5016,0.00
5017,0.00
5018,0.00
5019,0.00
5020,0.00
5021,0.00
5022,49.89
5023,228.64
5024,395.03
5025,559.45
5026,704.26
5027,848.49
5028,929.18
5029,942.89
5030,899.38
5031,822.09
5032,717.46
5033,463.02
5034,329.50
5035,192.29
5036,45.93
5037,0.00
5038,0.00
5039,0.00
5040,0.00
5041,0.00
5042,0.00
5043,0.00
5044,0.00
5045,0.00
5046,43.09
5047,196.99
5048,308.06
5049,452.57
5050,652.10
5051,688.18
5052,791.78
5053,833.14
5054,810.81
5055,741.63
5056,633.77
5057,523.07
5058,336.82
5059,166.59
5060,44.91
5061,0.00
5062,0.00
5063,0.00
5064,0.00
5065,0.00
5066,0.00
5067,0.00
5068,0.00
5069,0.00
5070,52.94
5071,240.68
5072,385.69
5073,535.81
5074,717.38
5075,755.60
5076,761.33
5077,678.92
5078,659.92
5079,683.09
5080,631.19
5081,494.75
5082,299.45
5083,182.29
5084,40.51
5085,0.00
5086,0.00
5087,0.00
5088,0.00
5089,0.00
5090,0.00
5091,0.00
5092,0.00
5093,0.00
5094,42.08
5095,199.03
5096,406.58
5097,607.88
5098,771.98
5099,891.05
5100,985.40
5101,1024.18
5102,937.23
5103,803.85
5104,677.40
5105,561.17
5106,383.09
5107,248.19
5108,50.57
5109,0.00
5110,0.00
5111,0.00
5112,0.00
5113,0.00
5114,0.00
5115,0.00
5116,0.00
5117,0.00
5118,35.94
5119,185.64
5120,261.94
5121,390.96
5122,547.46
5123,564.22
5124,665.79
5125,691.16
5126,720.71
5127,606.74
5128,478.11
5129,303.19
5130,224.87
5131,119.86
5132,27.84
5133,0.00
5134,0.00
5135,0.00
5136,0.00
5137,0.00
5138,0.00
5139,0.00
5140,0.00
5141,0.00
5142,14.97
5143,166.24
5144,303.33
5145,424.88
5146,533.69
5147,603.37
5148,715.02
5149,771.36
5150,696.70
5151,800.44
5152,793.15
5153,538.40
5154,378.33
5155,221.87
5156,40.79
5157,0.00
5158,0.00
5159,0.00
5160,0.00
5161,0.00
5162,0.00
5163,0.00
5164,0.00
5165,0.00
5166,32.93
5167,212.13
5168,378.65
5169,535.58
5170,702.32
5171,838.67
5172,701.99
5173,669.79
5174,577.41
5175,562.20
5176,601.05
5177,335.70
5178,330.46
5179,176.11
5180,30.26
5181,0.00
5182,0.00
5183,0.00
5184,0.00
5185,0.00
5186,0.00
5187,0.00
5188,0.00
5189,0.00
5190,33.26
5191,222.78
5192,403.37
5193,556.09
5194,698.73
5195,780.86
5196,886.80
5197,1013.99
5198,832.27
5199,748.08
5200,603.15
5201,513.14
5202,332.42
5203,179.10
5204,24.08
5205,0.00
5206,0.00
5207,0.00
5208,0.00
5209,0.00
5210,0.00
5211,0.00
5212,0.00
5213,0.00
5214,23.63
5215,158.27
5216,291.95
5217,406.56
5218,546.88
5219,611.34
5220,652.04
5221,858.35
5222,907.12
5223,853.57
5224,689.98
5225,466.60
5226,329.99
5227,153.02
5228,22.55
5229,0.00
5230,0.00
5231,0.00
5232,0.00
5233,0.00
5234,0.00
5235,0.00
5236,0.00
5237,0.00
5238,23.16
5239,201.57
5240,358.62
5241,523.40
5242,707.46
5243,809.71
5244,820.78
5245,796.44
5246,653.02
5247,618.23
5248,585.67
5249,460.04
5250,306.76
5251,181.55
5252,21.57
5253,0.00
5254,0.00
5255,0.00
5256,0.00
5257,0.00
5258,0.00
5259,0.00
5260,0.00
5261,0.00
5262,20.46
5263,162.23
5264,343.18
5265,480.03
5266,662.13
5267,838.03
5268,893.08
5269,837.26
5270,692.78
5271,667.88
5272,597.87
5273,424.98
5274,264.83
5275,146.16
5276,19.28
5277,0.00
5278,0.00
5279,0.00
5280,0.00
5281,0.00
5282,0.00
5283,0.00
5284,0.00
5285,0.00
5286,11.53
5287,126.65
5288,232.01
5289,283.47
5290,378.81
5291,319.25
5292,604.85
5293,700.50
5294,672.62
5295,628.84
5296,484.43
5297,286.04
5298,147.11
5299,83.84
5300,8.07
5301,0.00
5302,0.00
5303,0.00
5304,0.00
5305,0.00
5306,0.00
5307,0.00
5308,0.00
5309,0.00
5310,6.09
5311,80.23
5312,158.54
5313,255.75
5314,349.22
5315,567.90
5316,514.39
5317,557.33
5318,445.22
5319,478.66
5320,365.30
5321,254.93
5322,146.00
5323,96.80
5324,7.66
5325,0.00
5326,0.00
5327,0.00
5328,0.00
5329,0.00
5330,0.00
5331,0.00
5332,0.00
5333,0.00
5334,5.11
5335,102.64
5336,177.04
5337,299.81
5338,466.65
5339,802.63
5340,845.42
5341,926.80
5342,894.32
5343,814.20
5344,670.28
5345,464.27
5346,332.98
5347,170.29
5348,8.86
5349,0.00
5350,0.00
5351,0.00
5352,0.00
5353,0.00
5354,0.00
5355,0.00
5356,0.00
5357,0.00
5358,5.56
5359,137.37
5360,279.58
5361,452.80
5362,549.06
5363,470.32
5364,473.75
5365,513.27
5366,453.44
5367,421.97
5368,396.24
5369,356.42
5370,255.63
5371,127.72
5372,4.44
5373,0.00
5374,0.00
5375,0.00
5376,0.00
5377,0.00
5378,0.00
5379,0.00
5380,0.00
5381,0.00
5382,2.08
5383,150.83
5384,330.79
5385,452.13
5386,623.93
5387,746.38
5388,886.06
5389,927.45
5390,898.69
5391,751.10
5392,672.32
5393,500.72
5394,350.03
5395,143.21
5396,2.33
5397,0.00
5398,0.00
5399,0.00
5400,0.00
5401,0.00
5402,0.00
5403,0.00
5404,0.00
5405,0.00
5406,0.00
5407,55.64
5408,101.69
5409,229.90
5410,344.73
5411,450.81
5412,402.72
5413,418.53
5414,382.28
5415,320.16
5416,282.99
5417,309.25
5418,230.64
5419,87.37
5420,0.00
5421,0.00
5422,0.00
5423,0.00
5424,0.00
5425,0.00
5426,0.00
5427,0.00
5428,0.00
5429,0.00
5430,0.00
5431,112.19
5432,264.09
5433,381.34
5434,555.26
5435,655.26
5436,532.41
5437,526.08
5438,609.30
5439,534.85
5440,467.43
5441,349.07
5442,250.71
5443,133.05
5444,0.00
5445,0.00
5446,0.00
5447,0.00
5448,0.00
5449,0.00
5450,0.00
5451,0.00
5452,0.00
5453,0.00
5454,0.00
5455,175.21
5456,360.22
5457,530.91
5458,687.09
5459,804.01
5460,865.64
5461,578.31
5462,551.48
5463,419.60
5464,312.05
5465,283.56
5466,183.70
5467,56.94
5468,0.00
5469,0.00
5470,0.00
5471,0.00
5472,0.00
5473,0.00
5474,0.00
5475,0.00
5476,0.00
5477,0.00
5478,0.00
5479,45.32
5480,162.90
5481,248.16
5482,130.39
5483,106.84
5484,134.75
5485,107.14
5486,139.00
5487,231.40
5488,189.25
5489,97.89
5490,83.10
5491,80.16
5492,0.00
5493,0.00
5494,0.00
5495,0.00
5496,0.00
5497,0.00
5498,0.00
5499,0.00
5500,0.00
5501,0.00
5502,0.00
5503,169.79
5504,354.63
5505,539.80
5506,702.15
5507,779.63
5508,691.87
5509,633.68
5510,534.81
5511,537.61
5512,489.58
5513,405.88
5514,234.55
5515,97.72
5516,0.00
5517,0.00
5518,0.00
5519,0.00
5520,0.00
5521,0.00
5522,0.00
5523,0.00
5524,0.00
5525,0.00
5526,0.00
5527,133.24
5528,234.86
5529,337.55
5530,476.16
5531,603.49
5532,694.30
5533,569.09
5534,612.10
5535,647.12
5536,621.45
5537,538.15
5538,353.87
5539,151.14
5540,0.00
5541,0.00
5542,0.00
5543,0.00
5544,0.00
5545,0.00
5546,0.00
5547,0.00
5548,0.00
5549,0.00
5550,0.00
5551,156.58
5552,375.13
5553,570.14
5554,732.51
5555,805.30
5556,688.91
5557,705.87
5558,815.46
5559,738.85
5560,613.61
5561,467.74
5562,301.69
5563,138.43
5564,0.00
5565,0.00
5566,0.00
5567,0.00
5568,0.00
5569,0.00
5570,0.00
5571,0.00
5572,0.00
5573,0.00
5574,0.00
5575,97.92
5576,256.35
5577,418.81
5578,561.52
5579,705.79
5580,809.31
5581,852.02
5582,874.23
5583,808.96
5584,643.59
5585,494.07
5586,286.86
5587,138.28
5588,0.00
5589,0.00
5590,0.00
5591,0.00
5592,0.00
5593,0.00
5594,0.00
5595,0.00
5596,0.00
5597,0.00
5598,0.00
5599,88.20
5600,214.19
5601,314.61
5602,431.30
5603,588.86
5604,758.76
5605,755.65
5606,707.73
5607,591.53
5608,504.65
5609,381.57
5610,246.47
5611,98.82
5612,0.00
5613,0.00
5614,0.00
5615,0.00
5616,0.00
5617,0.00
5618,0.00
5619,0.00
5620,0.00
5621,0.00
5622,0.00
5623,135.16
5624,320.14
5625,496.04
5626,724.08
5627,741.63
5628,839.30
5629,858.48
5630,837.44
5631,770.31
5632,575.49
5633,419.96
5634,340.30
5635,152.05
5636,0.00
5637,0.00
5638,0.00
5639,0.00
5640,0.00
5641,0.00
5642,0.00
5643,0.00
5644,0.00
5645,0.00
5646,0.00
5647,127.48
5648,306.00
5649,462.77
5650,681.69
5651,794.39
5652,839.72
5653,786.38
5654,782.52
5655,692.48
5656,508.10
5657,411.99
5658,294.98
5659,84.29
5660,0.00
5661,0.00
5662,0.00
5663,0.00
5664,0.00
5665,0.00
5666,0.00
5667,0.00
5668,0.00
5669,0.00
5670,0.00
5671,121.51
5672,261.61
5673,396.93
5674,390.26
5675,478.96
5676,463.32
5677,319.97
5678,351.78
5679,197.63
5680,297.15
5681,306.37
5682,193.85
5683,75.13
5684,0.00
5685,0.00
5686,0.00
5687,0.00
5688,0.00
5689,0.00
5690,0.00
5691,0.00
5692,0.00
5693,0.00
5694,0.00
5695,17.01
5696,33.17
5697,66.81
5698,97.15
5699,144.81
5700,163.76
5701,113.11
5702,124.73
5703,85.01
5704,97.22
5705,70.95
5706,34.50
5707,24.82
5708,0.00
5709,0.00
5710,0.00
5711,0.00
5712,0.00
5713,0.00
5714,0.00
5715,0.00
5716,0.00
5717,0.00
5718,0.00
5719,61.17
5720,151.48
5721,239.97
5722,275.51
5723,358.70
5724,384.86
5725,344.49
5726,269.00
5727,236.59
5728,138.70
5729,90.67
5730,58.47
5731,21.29
5732,0.00
5733,0.00
5734,0.00
5735,0.00
5736,0.00
5737,0.00
5738,0.00
5739,0.00
5740,0.00
5741,0.00
5742,0.00
5743,57.31
5744,149.98
5745,222.44
5746,326.61
5747,418.55
5748,447.39
5749,633.05
5750,608.82
5751,564.24
5752,464.57
5753,314.57
5754,229.69
5755,86.99
5756,0.00
5757,0.00
5758,0.00
5759,0.00
5760,0.00
5761,0.00
5762,0.00
5763,0.00
5764,0.00
5765,0.00
5766,0.00
5767,105.55
5768,285.92
5769,469.30
5770,657.91
5771,744.15
5772,806.94
5773,876.23
5774,881.80
5775,760.87
5776,497.19
5777,364.56
5778,243.44
5779,93.09
5780,0.00
5781,0.00
5782,0.00
5783,0.00
5784,0.00
5785,0.00
5786,0.00
5787,0.00
5788,0.00
5789,0.00
5790,0.00
5791,99.96
5792,256.50
5793,431.90
5794,572.93
5795,708.95
5796,792.69
5797,774.93
5798,778.50
5799,490.86
5800,411.20
5801,310.27
5802,224.60
5803,83.38
5804,0.00
5805,0.00
5806,0.00
5807,0.00
5808,0.00
5809,0.00
5810,0.00
5811,0.00
5812,0.00
5813,0.00
5814,0.00
5815,71.61
5816,177.61
5817,349.45
5818,442.33
5819,589.74
5820,633.75
5821,605.75
5822,493.32
5823,453.45
5824,219.53
5825,158.18
5826,149.02
5827,35.86
5828,0.00
5829,0.00
5830,0.00
5831,0.00
5832,0.00
5833,0.00
5834,0.00
5835,0.00
5836,0.00
5837,0.00
5838,0.00
5839,71.80
5840,206.04
5841,449.39
5842,603.26
5843,700.70
5844,736.47
5845,858.04
5846,752.24
5847,566.68
5848,425.67
5849,205.52
5850,106.21
5851,34.72
5852,0.00
5853,0.00
5854,0.00
5855,0.00
5856,0.00
5857,0.00
5858,0.00
5859,0.00
5860,0.00
5861,0.00
5862,0.00
5863,15.17
5864,35.21
5865,126.53
5866,145.04
5867,195.41
5868,283.53
5869,200.81
5870,96.92
5871,107.18
5872,98.48
5873,73.90
5874,56.55
5875,23.14
5876,0.00
5877,0.00
5878,0.00
5879,0.00
5880,0.00
5881,0.00
5882,0.00
5883,0.00
5884,0.00
5885,0.00
5886,0.00
5887,39.59
5888,117.98
5889,173.89
5890,247.27
5891,283.05
5892,179.66
5893,104.45
5894,121.15
5895,180.08
5896,157.89
5897,47.26
5898,42.50
5899,10.53
5900,0.00
5901,0.00
5902,0.00
5903,0.00
5904,0.00
5905,0.00
5906,0.00
5907,0.00
5908,0.00
5909,0.00
5910,0.00
5911,26.84
5912,98.93
5913,194.02
5914,224.70
5915,307.36
5916,329.41
5917,333.71
5918,352.62
5919,313.88
5920,254.95
5921,168.36
5922,114.15
5923,13.28
5924,0.00
5925,0.00
5926,0.00
5927,0.00
5928,0.00
5929,0.00
5930,0.00
5931,0.00
5932,0.00
5933,0.00
5934,0.00
5935,23.51
5936,67.96
5937,99.26
5938,69.10
5939,95.45
5940,96.20
5941,125.96
5942,114.10
5943,129.59
5944,290.68
5945,240.51
5946,136.39
5947,41.73
5948,0.00
5949,0.00
5950,0.00
5951,0.00
5952,0.00
5953,0.00
5954,0.00
5955,0.00
5956,0.00
5957,0.00
5958,0.00
5959,61.28
5960,196.50
5961,294.12
5962,395.05
5963,544.09
5964,479.73
5965,700.09
5966,675.55
5967,675.60
5968,562.58
5969,374.26
5970,228.23
5971,77.26
5972,0.00
5973,0.00
5974,0.00
5975,0.00
5976,0.00
5977,0.00
5978,0.00
5979,0.00
5980,0.00
5981,0.00
5982,0.00
5983,71.97
5984,272.57
5985,372.59
5986,574.52
5987,656.20
5988,680.95
5989,651.44
5990,597.94
5991,546.41
5992,414.45
5993,377.09
5994,235.95
5995,65.83
5996,0.00
5997,0.00
5998,0.00
5999,0.00
6000,0.00
6001,0.00
6002,0.00
6003,0.00
6004,0.00
6005,0.00
6006,0.00
6007,61.87
6008,219.41
6009,348.83
6010,464.82
6011,521.38
6012,539.97
6013,548.80
6014,580.45
6015,564.42
6016,473.28
6017,330.31
6018,241.72
6019,68.76
6020,0.00
6021,0.00
6022,0.00
6023,0.00
6024,0.00
6025,0.00
6026,0.00
6027,0.00
6028,0.00
6029,0.00
6030,0.00
6031,52.69
6032,207.41
6033,342.52
6034,457.29
6035,583.38
6036,550.38
6037,607.72
6038,444.29
6039,506.52
6040,506.78
6041,408.41
6042,242.04
6043,57.31
6044,0.00
6045,0.00
6046,0.00
6047,0.00
6048,0.00
6049,0.00
6050,0.00
6051,0.00
6052,0.00
6053,0.00
6054,0.00
6055,26.40
6056,73.59
6057,92.30
6058,197.90
6059,211.02
6060,317.06
6061,286.60
6062,344.19
6063,176.12
6064,139.91
6065,206.66
6066,120.62
6067,39.63
6068,0.00
6069,0.00
6070,0.00
6071,0.00
6072,0.00
6073,0.00
6074,0.00
6075,0.00
6076,0.00
6077,0.00
6078,0.00
6079,32.24
6080,152.78
6081,179.28
6082,307.28
6083,358.24
6084,419.29
6085,413.49
6086,348.88
6087,368.11
6088,338.66
6089,240.09
6090,153.14
6091,37.31
6092,0.00
6093,0.00
6094,0.00
6095,0.00
6096,0.00
6097,0.00
6098,0.00
6099,0.00
6100,0.00
6101,0.00
6102,0.00
6103,32.06
6104,172.28
6105,275.43
6106,380.88
6107,469.00
6108,477.05
6109,518.25
6110,509.05
6111,447.55
6112,399.58
6113,254.76
6114,124.85
6115,27.32
6116,0.00
6117,0.00
6118,0.00
6119,0.00
6120,0.00
6121,0.00
6122,0.00
